zoneId;Attractivity:Business;Attractivity:Leisure_Indoor;Attractivity:Leisure_Outdoor;Attractivity:Private_Business;Attractivity:Private_Visit;Attractivity:Service;Attractivity:Shopping_Daily;Attractivity:Shopping_Other;Attractivity:Shopping;Attractivity:Work;Attractivity:Education_Primary;Attractivity:Education_Secondary;Attractivity:Education_Tertiary;Attractivity:Sightseeing
3015;103;195;476;99;464;146;726;84;810;1470;28,8;26,8;0;0
3016;77;129;444;62;401;127;287;9;296;1294;21,4;20,6;338,2;0
3017;194;710;621;165;929;231;1053;283;1336;6289;90,7;231,9;0;0
3018;134;184;593;152;653;246;845;234;1079;2560;44,5;37,6;0;0
3019;2304;3215;6466;1533;7157;1816;7676;10715;18391;10535;115,9;286,4;0;0
3020;238;997;2667;286;1592;547;1693;588;2281;1338;38,2;31,3;0;0
3021;143;280;718;108;844;282;728;388;1116;1689;39,8;38,4;0;0
3022;476;559;2890;474;2805;980;3252;2652;5904;2448;52,9;57,7;0;0
3023;748;1256;3870;909;1920;591;5105;16369;21474;5024;39,7;117,4;28;0
3024;1177;844;2848;883;3647;1475;3936;19996;23932;5055;58,4;65,6;0;0
3025;3580;4018;8857;2263;5861;2424;8313;27265;35578;17317;111,3;553,2;0;0
3026;267;346;1506;352;1484;436;1702;644;2346;2748;58,8;55,1;0;0
3027;5742;4775;23684;3041;11215;2229;17090;25277;42367;50375;332,7;1009,2;73,8;0
3028;867;976;4519;539;2398;595;6309;7180;13489;3997;51,5;110,6;0;0
3029;248;2144;7147;210;1099;1077;2309;496;2805;584;9,4;14;0;0
3030;6462;7549;31413;2921;16161;2144;28623;20589;49212;17914;147,5;299,8;797,9;0
3031;182;460;1591;177;940;304;866;620;1486;2661;32,4;0;0;0
3032;196;317;850;181;687;121;1442;583;2025;2950;34,5;92,6;0;0
3033;197;127;1041;44;643;128;372;787;1159;2380;0;0;0;0
3034;209;989;2766;316;781;188;1755;1115;2870;2880;22,7;24,4;0;0
3035;114;140;2157;114;726;204;326;2059;2385;2121;8,4;0;0;0
3036;148;132;2278;100;662;415;933;1118;2051;1354;21,7;22,3;0;0
3037;161;218;2115;230;651;163;951;760;1711;2692;41,5;74;0;0
3038;89;255;601;163;722;182;626;220;846;1341;4,5;0;0;0
3039;300;436;1420;284;988;344;1581;977;2558;5601;31,9;0;0;0
3040;1040;1700;5243;840;3383;785;7479;11341;18820;3308;45,1;93,3;0;0
3041;1311;729;3022;678;2848;418;4608;4039;8647;5966;64,2;116,7;0;0
3042;182;316;1005;187;586;147;996;729;1725;1480;12,7;19,1;0;0
3043;484;464;8866;270;1413;359;1926;1306;3232;5232;64,9;125,9;0;0
3044;1384;1262;4362;674;2629;494;4039;1558;5597;9540;84,9;208,3;0;0
3045;168;304;830;312;1181;306;1048;757;1805;1079;29;20,2;0;0
3046;48;173;523;73;409;83;56;678;734;832;9,8;0;0;0
3047;114;193;1233;74;521;137;657;45;702;1945;26,6;0;0;0
3048;107;242;653;139;488;150;1014;930;1944;1859;13,8;0;0;0
3049;108;183;454;84;452;82;757;201;958;2942;28,1;0;0;0
3050;102;208;2046;89;394;97;734;550;1284;1685;13,6;15,2;0;0
3051;81;95;812;83;442;61;953;322;1275;1995;28,7;0;0;0
3052;48;107;415;44;375;94;134;31;165;1088;8,4;0;0;0
3053;99;161;436;173;522;147;260;170;430;1290;20,7;17;0;0
3054;311;273;1173;227;918;366;1542;915;2457;2694;18,5;21,6;0;0
3055;280;390;1070;173;943;367;1003;2683;3686;2601;18,5;15,5;0;0
3056;53;160;317;43;323;79;22;17;39;1357;22,1;0;0;0
3057;179;678;807;174;518;130;731;986;1717;2830;20,3;21,5;0;0
3058;90;228;1868;115;462;181;638;231;869;2388;43;55,3;0;0
3059;303;171;958;291;1315;374;1268;2910;4178;2704;44,1;41,5;0;0
3060;326;368;1891;189;741;494;1356;1193;2549;4059;29,3;77,5;0;0
3061;276;225;1053;152;540;93;683;248;931;5143;0;0;0;0
3101;556;950;1674;0;1615;0;0;1771;1771;154614;0;0;1016,1;0
3102;639;1025;1806;0;1742;0;0;1910;1910;155500;0;0;1506,3;0
3103;327;564;994;0;959;0;0;1051;1051;151367;0;0;1251;0
3104;238;404;712;0;687;0;0;754;754;94400;0;0;205,7;0
3105;12666;15536;27360;0;26395;0;0;28948;28948;273068;1835,7;5567,7;3466,7;0
3106;817;1456;2563;0;2473;0;0;2712;2712;208022;0;0;417,4;0
3107;1285;1878;3307;0;3191;0;0;3499;3499;81400;441,7;1324,9;358,2;0
3108;505;949;1672;0;1613;0;0;1769;1769;67867;0;0;37,3;0
3109;1066;1738;3060;0;2952;0;0;3237;3237;241580;0;0;1608;0
3110;692;1043;1836;0;1772;0;0;1943;1943;180358;0;0;217,2;0
3111;1389;1896;3339;0;3221;0;0;3533;3533;286145;0;0;2856;0
3112;1973;2865;5046;0;4868;0;0;5339;5339;581967;0;0;4665,7;0
3113;1317;1892;3332;0;3215;0;0;3525;3525;454313;0;0;3240,1;0
3114;1045;1844;3247;0;3132;0;0;3435;3435;141790;0;0;1123;0
3115;778;1254;2208;0;2130;0;0;2336;2336;194112;0;0;3500,9;0
3116;269;521;917;0;885;0;0;970;970;117402;0;0;0;0
3117;291;587;1033;0;997;0;0;1093;1093;88840;0;0;0;0
3118;414;794;1398;0;1349;0;0;1479;1479;132883;0;0;0;0
3119;456;736;1296;0;1251;0;0;1372;1372;216495;0;0;0;0
3120;604;1013;1784;0;1721;0;0;1887;1887;279070;0;0;0;0
3121;23917;35952;63315;0;61082;0;0;66989;66989;1426462;0;0;0;0
3122;197;359;632;0;610;0;0;669;669;63121;0;0;0;0
3123;661;1059;1865;0;1800;0;0;1974;1974;313125;0;0;0;0
3124;526;853;1502;0;1449;0;0;1590;1590;151886;0;0;0;0
3125;870;1433;2523;0;2434;0;0;2670;2670;264459;0;0;0;0
3126;1535;2378;4188;0;4040;0;0;4431;4431;619029;0;0;0;0
3127;2364;3431;6042;0;5829;0;0;6392;6392;651840;0;0;34,5;0
3128;971;1593;2805;0;2706;0;0;2967;2967;160457;0;0;0;0
3129;959;1492;2628;0;2535;0;0;2780;2780;212722;0;0;0;0
3130;5853;9635;16967;0;16369;0;0;17952;17952;414920;0;0;0;0
3131;4226;8976;15807;0;15250;0;0;16724;16724;275158;0;0;0;0
3132;3930;6736;11863;0;11444;0;0;12551;12551;766898;0;0;0;0
3133;7688;10845;19098;0;18424;0;0;20206;20206;1237986;0;0;0;0
3134;4151;6927;12199;0;11769;0;0;12907;12907;509822;0;0;0;0
3135;5382;7740;13631;0;13150;0;0;14422;14422;930769;0;0;0;0
3136;1768;3151;5549;0;5354;0;0;5871;5871;417926;0;0;0;0
3137;3801;6297;11090;0;10699;0;0;11733;11733;329234;0;0;0;0
3138;1386;1964;3458;0;3336;0;0;3659;3659;171545;0;0;0;0
3139;830;1309;2305;0;2224;0;0;2439;2439;327097;0;0;0;0
3140;995;1694;2984;0;2879;0;0;3157;3157;361824;0;0;0;0
3141;831;1203;2118;0;2043;0;0;2241;2241;139668;0;0;0;0
3142;4055;5235;9220;0;8895;0;0;9755;9755;1321883;0;0;0;0
3143;2153;3686;6492;0;6263;0;0;6868;6868;373684;0;0;0;0
3144;497;867;1526;0;1472;0;0;1615;1615;124622;0;0;0;0
3145;1059;1540;2711;0;2616;0;0;2869;2869;269169;0;0;0;0
3146;592;930;1637;0;1579;0;0;1732;1732;162511;0;0;0;0
3147;760;1235;2175;0;2098;0;0;2301;2301;241532;0;0;0;0
3148;1456;2184;3847;0;3711;0;0;4070;4070;433800;0;0;0;0
3149;1831;2640;4649;0;4485;0;0;4919;4919;427371;0;0;0;0
3150;643;1071;1886;0;1820;0;0;1996;1996;194556;0;0;0;0
3151;1358;2055;3619;0;3491;0;0;3829;3829;324704;0;0;0;0
3152;1188;1873;3298;0;3181;0;0;3489;3489;197595;0;0;0;0
3153;959;1699;2992;0;2887;0;0;3166;3166;417604;0;0;0;0
3154;503;939;1654;0;1595;0;0;1750;1750;167209;0;0;0;0
3155;1472;2495;4394;0;4239;0;0;4649;4649;305339;0;0;0;0
3156;784;1495;2633;0;2540;0;0;2786;2786;160542;0;0;0;0
3157;2003;3301;5814;0;5609;0;0;6151;6151;319928;0;0;0;0
3158;2213;3358;5914;0;5705;0;0;6257;6257;384217;0;0;0;0
3159;1888;2694;4744;0;4577;0;0;5019;5019;4558469;0;0;0;0
3171;1145;1616;2846;0;2745;0;0;3011;3011;5453510;0;0;0;0
3201;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3202;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3203;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3204;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3205;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3207;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3208;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3209;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3210;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3211;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3212;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3213;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3214;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3216;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8017;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8023;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8024;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8025;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8026;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8027;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8028;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8029;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8033;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8034;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8035;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8036;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8037;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8038;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8039;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10006;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10014;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10016;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10017;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10018;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10019;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10023;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10024;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10025;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10026;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10027;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10028;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10029;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10033;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10034;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10035;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10036;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10037;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10038;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10039;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10043;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10044;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10045;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10046;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10048;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10053;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10054;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10055;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10056;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10058;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10059;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10060;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10064;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10067;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10068;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10069;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10072;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10073;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10074;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10075;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10076;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10077;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10078;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10079;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10083;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10084;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10085;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10086;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10087;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10088;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10089;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10090;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10091;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10092;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10093;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10094;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10095;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10096;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10097;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10099;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10102;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10104;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10114;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10115;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10116;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10118;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10119;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10121;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10122;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10124;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10126;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10127;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10128;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10132;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10134;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10137;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10140;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10141;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10142;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10143;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10144;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10145;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10146;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10150;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10152;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10153;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10154;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10155;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10156;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10157;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10158;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10159;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10161;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10162;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10163;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10165;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10166;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10167;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10168;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10169;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10170;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10171;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10172;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10174;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10176;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10177;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10178;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10179;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10180;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10181;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10182;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10183;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10184;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10185;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10186;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10187;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10188;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10189;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10190;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10191;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10193;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10194;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10196;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10197;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10198;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10199;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10201;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10202;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10203;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10204;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10205;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10207;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10208;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10209;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10210;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10211;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10212;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10213;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10214;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10216;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10217;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10218;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10219;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10220;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10221;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10222;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10223;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10224;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10225;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10226;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10227;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10228;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10229;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10230;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10231;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10232;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10233;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10234;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10235;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10236;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10237;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10238;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10239;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10240;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10241;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10242;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10243;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10244;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10245;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10246;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10247;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10248;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10249;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10250;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10251;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10252;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10253;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10254;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10255;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10256;0;0;0;0;0;0;0;0;0;0;0;0;0;0
